coin,market_cap_percentage,timestamp,date,time
sol,1.575233587284983,2022-03-01 13:55:02,2022-03-01,13:55:02
ada,1.536532029754994,2022-03-01 13:55:02,2022-03-01,13:55:02
avax,1.0726199622117731,2022-03-01 13:55:02,2022-03-01,13:55:02
btc,41.27430694011701,2022-03-01 14:05:08,2022-03-01,14:05:08
eth,17.65177511336909,2022-03-01 14:05:08,2022-03-01,14:05:08
usdt,3.883761850493708,2022-03-01 14:05:08,2022-03-01,14:05:08
bnb,3.380927484908633,2022-03-01 14:05:08,2022-03-01,14:05:08
usdc,2.6080807471312086,2022-03-01 14:05:08,2022-03-01,14:05:08
xrp,1.8572049208959664,2022-03-01 14:05:08,2022-03-01,14:05:08
luna,1.673493755960445,2022-03-01 14:05:08,2022-03-01,14:05:08
sol,1.5832227089046234,2022-03-01 14:05:08,2022-03-01,14:05:08
ada,1.543886169594793,2022-03-01 14:05:08,2022-03-01,14:05:08
avax,1.0796385580642796,2022-03-01 14:05:08,2022-03-01,14:05:08
btc,41.21214031591642,2022-03-01 14:15:10,2022-03-01,14:15:10
eth,17.678136093843484,2022-03-01 14:15:10,2022-03-01,14:15:10
usdt,3.8783851867325088,2022-03-01 14:15:10,2022-03-01,14:15:10
bnb,3.378619473867236,2022-03-01 14:15:10,2022-03-01,14:15:10
usdc,2.6103024605114467,2022-03-01 14:15:10,2022-03-01,14:15:10
xrp,1.86717984052086,2022-03-01 14:15:10,2022-03-01,14:15:10
luna,1.685376377872413,2022-03-01 14:15:10,2022-03-01,14:15:10
sol,1.5866879522078134,2022-03-01 14:15:10,2022-03-01,14:15:10
ada,1.5507078938313643,2022-03-01 14:15:10,2022-03-01,14:15:10
avax,1.08102617959314,2022-03-01 14:15:10,2022-03-01,14:15:10
btc,41.24978971168695,2022-03-01 14:35:18,2022-03-01,14:35:18
eth,17.657334736884163,2022-03-01 14:35:18,2022-03-01,14:35:18
usdt,3.883426864060953,2022-03-01 14:35:18,2022-03-01,14:35:18
bnb,3.384794124236465,2022-03-01 14:35:18,2022-03-01,14:35:18
usdc,2.610302096022842,2022-03-01 14:35:18,2022-03-01,14:35:18
xrp,1.8659842650403828,2022-03-01 14:35:18,2022-03-01,14:35:18
luna,1.6672913088210906,2022-03-01 14:35:18,2022-03-01,14:35:18
sol,1.5814582972448623,2022-03-01 14:35:18,2022-03-01,14:35:18
ada,1.5593090201145343,2022-03-01 14:35:18,2022-03-01,14:35:18
avax,1.0774984762447792,2022-03-01 14:35:18,2022-03-01,14:35:18
btc,41.272664211616615,2022-03-01 14:45:21,2022-03-01,14:45:21
eth,17.663993531698242,2022-03-01 14:45:21,2022-03-01,14:45:21
usdt,3.900700657049154,2022-03-01 14:45:21,2022-03-01,14:45:21
bnb,3.3846534914732587,2022-03-01 14:45:21,2022-03-01,14:45:21
usdc,2.61873841644753,2022-03-01 14:45:21,2022-03-01,14:45:21
xrp,1.8504861443753704,2022-03-01 14:45:21,2022-03-01,14:45:21
luna,1.66577746262549,2022-03-01 14:45:21,2022-03-01,14:45:21
sol,1.575947982329842,2022-03-01 14:45:21,2022-03-01,14:45:21
ada,1.558215185780428,2022-03-01 14:45:21,2022-03-01,14:45:21
avax,1.0732939335126157,2022-03-01 14:45:21,2022-03-01,14:45:21
btc,41.28278359277913,2022-03-01 14:55:24,2022-03-01,14:55:24
eth,17.668771178082377,2022-03-01 14:55:24,2022-03-01,14:55:24
usdt,3.91294980313288,2022-03-01 14:55:24,2022-03-01,14:55:24
bnb,3.376581792751766,2022-03-01 14:55:24,2022-03-01,14:55:24
usdc,2.6401869550513286,2022-03-01 14:55:24,2022-03-01,14:55:24
xrp,1.8526864208444405,2022-03-01 14:55:24,2022-03-01,14:55:24
luna,1.6647133412678934,2022-03-01 14:55:24,2022-03-01,14:55:24
sol,1.569650230358539,2022-03-01 14:55:24,2022-03-01,14:55:24
ada,1.5543529060753891,2022-03-01 14:55:24,2022-03-01,14:55:24
avax,1.0702167877329067,2022-03-01 14:55:24,2022-03-01,14:55:24
btc,41.28379752932409,2022-03-01 15:15:30,2022-03-01,15:15:30
eth,17.680487124222484,2022-03-01 15:15:30,2022-03-01,15:15:30
usdt,3.926222987394116,2022-03-01 15:15:30,2022-03-01,15:15:30
bnb,3.3749890387014823,2022-03-01 15:15:30,2022-03-01,15:15:30
usdc,2.6475662373940625,2022-03-01 15:15:30,2022-03-01,15:15:30
xrp,1.8600623425969056,2022-03-01 15:15:30,2022-03-01,15:15:30
luna,1.655138081101304,2022-03-01 15:15:30,2022-03-01,15:15:30
sol,1.5633772551193847,2022-03-01 15:15:30,2022-03-01,15:15:30
ada,1.5533318579758826,2022-03-01 15:15:30,2022-03-01,15:15:30
avax,1.0660868971610278,2022-03-01 15:15:30,2022-03-01,15:15:30
btc,41.24091665744484,2022-03-01 15:25:32,2022-03-01,15:25:32
eth,17.671013321951794,2022-03-01 15:25:32,2022-03-01,15:25:32
usdt,3.936671933746144,2022-03-01 15:25:32,2022-03-01,15:25:32
bnb,3.375455049185162,2022-03-01 15:25:32,2022-03-01,15:25:32
usdc,2.654757189457721,2022-03-01 15:25:32,2022-03-01,15:25:32
xrp,1.862428172418252,2022-03-01 15:25:32,2022-03-01,15:25:32
luna,1.640547080847764,2022-03-01 15:25:32,2022-03-01,15:25:32
sol,1.5703557821025635,2022-03-01 15:25:32,2022-03-01,15:25:32
ada,1.5536830798011174,2022-03-01 15:25:32,2022-03-01,15:25:32
avax,1.068265483296717,2022-03-01 15:25:32,2022-03-01,15:25:32
btc,41.26888354529074,2022-03-01 15:35:36,2022-03-01,15:35:36
eth,17.638183199578144,2022-03-01 15:35:36,2022-03-01,15:35:36
usdt,3.936303190215632,2022-03-01 15:35:36,2022-03-01,15:35:36
bnb,3.3825725105231346,2022-03-01 15:35:36,2022-03-01,15:35:36
usdc,2.6471197237073665,2022-03-01 15:35:36,2022-03-01,15:35:36
xrp,1.862400840572856,2022-03-01 15:35:36,2022-03-01,15:35:36
luna,1.6384385690456558,2022-03-01 15:35:36,2022-03-01,15:35:36
sol,1.5667641263434458,2022-03-01 15:35:36,2022-03-01,15:35:36
ada,1.5514568579804278,2022-03-01 15:35:36,2022-03-01,15:35:36
avax,1.0677752599147403,2022-03-01 15:35:36,2022-03-01,15:35:36
btc,41.31478169172272,2022-03-01 15:55:41,2022-03-01,15:55:41
eth,17.60094905835155,2022-03-01 15:55:41,2022-03-01,15:55:41
usdt,3.952996760300974,2022-03-01 15:55:41,2022-03-01,15:55:41
bnb,3.3810588572326576,2022-03-01 15:55:41,2022-03-01,15:55:41
usdc,2.666710233504077,2022-03-01 15:55:41,2022-03-01,15:55:41
xrp,1.8582769932112289,2022-03-01 15:55:41,2022-03-01,15:55:41
luna,1.6274873790428996,2022-03-01 15:55:41,2022-03-01,15:55:41
sol,1.5564201933099528,2022-03-01 15:55:41,2022-03-01,15:55:41
ada,1.5436480968982798,2022-03-01 15:55:41,2022-03-01,15:55:41
avax,1.0639573289719586,2022-03-01 15:55:41,2022-03-01,15:55:41
btc,41.26019740366314,2022-03-01 16:05:44,2022-03-01,16:05:44
eth,17.60209429977088,2022-03-01 16:05:44,2022-03-01,16:05:44
usdt,3.9672713333739096,2022-03-01 16:05:44,2022-03-01,16:05:44
bnb,3.38525522021977,2022-03-01 16:05:44,2022-03-01,16:05:44
usdc,2.666404404226236,2022-03-01 16:05:44,2022-03-01,16:05:44
xrp,1.862538463309352,2022-03-01 16:05:44,2022-03-01,16:05:44
luna,1.6279008000666146,2022-03-01 16:05:44,2022-03-01,16:05:44
sol,1.5628649755859143,2022-03-01 16:05:44,2022-03-01,16:05:44
ada,1.5451142006528789,2022-03-01 16:05:44,2022-03-01,16:05:44
avax,1.059067594150858,2022-03-01 16:05:44,2022-03-01,16:05:44
btc,41.26688476975326,2022-03-01 16:15:46,2022-03-01,16:15:46
eth,17.58719170163705,2022-03-01 16:15:46,2022-03-01,16:15:46
usdt,3.961049489726435,2022-03-01 16:15:46,2022-03-01,16:15:46
bnb,3.391292166993777,2022-03-01 16:15:46,2022-03-01,16:15:46
usdc,2.666450793609396,2022-03-01 16:15:46,2022-03-01,16:15:46
xrp,1.8636992142355056,2022-03-01 16:15:46,2022-03-01,16:15:46
luna,1.6347521841267834,2022-03-01 16:15:46,2022-03-01,16:15:46
sol,1.5609924183988806,2022-03-01 16:15:46,2022-03-01,16:15:46
ada,1.5437823997577975,2022-03-01 16:15:46,2022-03-01,16:15:46
avax,1.0575410731467103,2022-03-01 16:15:46,2022-03-01,16:15:46
btc,41.25138540486444,2022-03-01 16:25:48,2022-03-01,16:25:48
eth,17.575808860637135,2022-03-01 16:25:48,2022-03-01,16:25:48
usdt,3.960883160248035,2022-03-01 16:25:48,2022-03-01,16:25:48
bnb,3.39286851812753,2022-03-01 16:25:48,2022-03-01,16:25:48
usdc,2.6684985008308653,2022-03-01 16:25:48,2022-03-01,16:25:48
xrp,1.8673312897724708,2022-03-01 16:25:48,2022-03-01,16:25:48
luna,1.6408746650037331,2022-03-01 16:25:48,2022-03-01,16:25:48
sol,1.565965811780121,2022-03-01 16:25:48,2022-03-01,16:25:48
ada,1.544041056249959,2022-03-01 16:25:48,2022-03-01,16:25:48
avax,1.0582606012782174,2022-03-01 16:25:48,2022-03-01,16:25:48
btc,41.2895144138682,2022-03-01 16:45:54,2022-03-01,16:45:54
eth,17.536787304804825,2022-03-01 16:45:54,2022-03-01,16:45:54
usdt,3.9637835568194313,2022-03-01 16:45:54,2022-03-01,16:45:54
bnb,3.397224569928889,2022-03-01 16:45:54,2022-03-01,16:45:54
usdc,2.6759759697987544,2022-03-01 16:45:54,2022-03-01,16:45:54
xrp,1.8575878076293104,2022-03-01 16:45:54,2022-03-01,16:45:54
luna,1.6371909812584124,2022-03-01 16:45:54,2022-03-01,16:45:54
sol,1.559466977639703,2022-03-01 16:45:54,2022-03-01,16:45:54
ada,1.5393573543675,2022-03-01 16:45:54,2022-03-01,16:45:54
avax,1.0577388477993954,2022-03-01 16:45:54,2022-03-01,16:45:54
btc,41.284068920073786,2022-03-01 16:55:58,2022-03-01,16:55:58
eth,17.536156094973055,2022-03-01 16:55:58,2022-03-01,16:55:58
usdt,3.975948103293677,2022-03-01 16:55:58,2022-03-01,16:55:58
bnb,3.395258318585817,2022-03-01 16:55:58,2022-03-01,16:55:58
usdc,2.6762994351190867,2022-03-01 16:55:58,2022-03-01,16:55:58
xrp,1.8588214771714893,2022-03-01 16:55:58,2022-03-01,16:55:58
luna,1.6410854236455663,2022-03-01 16:55:58,2022-03-01,16:55:58
sol,1.5551334063491236,2022-03-01 16:55:58,2022-03-01,16:55:58
ada,1.5383064751626407,2022-03-01 16:55:58,2022-03-01,16:55:58
avax,1.0534896722907223,2022-03-01 16:55:58,2022-03-01,16:55:58
btc,41.28711405252648,2022-03-01 17:06:03,2022-03-01,17:06:03
eth,17.50124624047282,2022-03-01 17:06:03,2022-03-01,17:06:03
usdt,3.9867401099318815,2022-03-01 17:06:03,2022-03-01,17:06:03
bnb,3.3964261196795578,2022-03-01 17:06:03,2022-03-01,17:06:03
usdc,2.685742467372661,2022-03-01 17:06:03,2022-03-01,17:06:03
xrp,1.86020151578446,2022-03-01 17:06:03,2022-03-01,17:06:03
luna,1.6565949280874297,2022-03-01 17:06:03,2022-03-01,17:06:03
sol,1.5543874489747471,2022-03-01 17:06:03,2022-03-01,17:06:03
ada,1.5443820466710183,2022-03-01 17:06:03,2022-03-01,17:06:03
avax,1.0509556982539612,2022-03-01 17:06:03,2022-03-01,17:06:03
btc,41.28310753572028,2022-03-01 17:26:17,2022-03-01,17:26:17
eth,17.524498763879947,2022-03-01 17:26:17,2022-03-01,17:26:17
usdt,3.984941068385752,2022-03-01 17:26:17,2022-03-01,17:26:17
bnb,3.381678458758601,2022-03-01 17:26:17,2022-03-01,17:26:17
usdc,2.6801322041316387,2022-03-01 17:26:17,2022-03-01,17:26:17
xrp,1.8602793433533733,2022-03-01 17:26:17,2022-03-01,17:26:17
luna,1.665793838677166,2022-03-01 17:26:17,2022-03-01,17:26:17
sol,1.558756302260134,2022-03-01 17:26:17,2022-03-01,17:26:17
ada,1.5471631875986616,2022-03-01 17:26:17,2022-03-01,17:26:17
avax,1.0488625827431128,2022-03-01 17:26:17,2022-03-01,17:26:17
btc,41.296586478199714,2022-03-01 17:36:18,2022-03-01,17:36:18
eth,17.525211552697566,2022-03-01 17:36:18,2022-03-01,17:36:18
usdt,3.971727907841247,2022-03-01 17:36:18,2022-03-01,17:36:18
bnb,3.38001144412756,2022-03-01 17:36:18,2022-03-01,17:36:18
usdc,2.676866652016084,2022-03-01 17:36:18,2022-03-01,17:36:18
xrp,1.866080764946352,2022-03-01 17:36:18,2022-03-01,17:36:18
luna,1.664123534520196,2022-03-01 17:36:18,2022-03-01,17:36:18
sol,1.5585051214845085,2022-03-01 17:36:18,2022-03-01,17:36:18
ada,1.547911836869058,2022-03-01 17:36:18,2022-03-01,17:36:18
avax,1.048566265152178,2022-03-01 17:36:18,2022-03-01,17:36:18
btc,41.28857299515896,2022-03-01 17:46:22,2022-03-01,17:46:22
eth,17.519713190300763,2022-03-01 17:46:22,2022-03-01,17:46:22
usdt,3.973281796847763,2022-03-01 17:46:22,2022-03-01,17:46:22
bnb,3.3780755318629563,2022-03-01 17:46:22,2022-03-01,17:46:22
usdc,2.6781935828698216,2022-03-01 17:46:22,2022-03-01,17:46:22
xrp,1.871554436584672,2022-03-01 17:46:22,2022-03-01,17:46:22
luna,1.661280944021701,2022-03-01 17:46:22,2022-03-01,17:46:22
sol,1.5565071349843975,2022-03-01 17:46:22,2022-03-01,17:46:22
ada,1.550537116855585,2022-03-01 17:46:22,2022-03-01,17:46:22
avax,1.0450661416600424,2022-03-01 17:46:22,2022-03-01,17:46:22
btc,41.28172441087046,2022-03-01 17:56:24,2022-03-01,17:56:24
eth,17.51974138654312,2022-03-01 17:56:24,2022-03-01,17:56:24
usdt,3.9666536870490097,2022-03-01 17:56:24,2022-03-01,17:56:24
bnb,3.380340642937613,2022-03-01 17:56:24,2022-03-01,17:56:24
usdc,2.6742767784027186,2022-03-01 17:56:24,2022-03-01,17:56:24
xrp,1.87401604754288,2022-03-01 17:56:24,2022-03-01,17:56:24
luna,1.6644528681736774,2022-03-01 17:56:24,2022-03-01,17:56:24
sol,1.5567310797005174,2022-03-01 17:56:24,2022-03-01,17:56:24
ada,1.5525407528193775,2022-03-01 17:56:24,2022-03-01,17:56:24
avax,1.0466683199303597,2022-03-01 17:56:24,2022-03-01,17:56:24
btc,41.30320780066524,2022-03-01 18:16:29,2022-03-01,18:16:29
eth,17.52280213092956,2022-03-01 18:16:29,2022-03-01,18:16:29
usdt,3.957292477497552,2022-03-01 18:16:29,2022-03-01,18:16:29
bnb,3.380338780887271,2022-03-01 18:16:29,2022-03-01,18:16:29
usdc,2.6734674659657327,2022-03-01 18:16:29,2022-03-01,18:16:29
xrp,1.871348338184616,2022-03-01 18:16:29,2022-03-01,18:16:29
luna,1.6676509794329946,2022-03-01 18:16:29,2022-03-01,18:16:29
sol,1.554073515749271,2022-03-01 18:16:29,2022-03-01,18:16:29
ada,1.55334530752369,2022-03-01 18:16:29,2022-03-01,18:16:29
avax,1.0510924156153283,2022-03-01 18:16:29,2022-03-01,18:16:29
btc,41.30248460854294,2022-03-01 18:26:31,2022-03-01,18:26:31
eth,17.51026869758457,2022-03-01 18:26:31,2022-03-01,18:26:31
usdt,3.967845784449073,2022-03-01 18:26:31,2022-03-01,18:26:31
bnb,3.382085066716172,2022-03-01 18:26:31,2022-03-01,18:26:31
usdc,2.674013325915168,2022-03-01 18:26:31,2022-03-01,18:26:31
xrp,1.8673685052658096,2022-03-01 18:26:31,2022-03-01,18:26:31
luna,1.6661217773022228,2022-03-01 18:26:31,2022-03-01,18:26:31
sol,1.552626177999986,2022-03-01 18:26:31,2022-03-01,18:26:31
ada,1.5486450591940495,2022-03-01 18:26:31,2022-03-01,18:26:31
avax,1.0564746813539136,2022-03-01 18:26:31,2022-03-01,18:26:31
btc,41.28523704852997,2022-03-01 18:36:33,2022-03-01,18:36:33
eth,17.518093483637713,2022-03-01 18:36:33,2022-03-01,18:36:33
usdt,3.966895861206501,2022-03-01 18:36:33,2022-03-01,18:36:33
bnb,3.38306674416078,2022-03-01 18:36:33,2022-03-01,18:36:33
usdc,2.6696831813633035,2022-03-01 18:36:33,2022-03-01,18:36:33
xrp,1.868971258732931,2022-03-01 18:36:33,2022-03-01,18:36:33
luna,1.6711351159629275,2022-03-01 18:36:33,2022-03-01,18:36:33
sol,1.5535966261847642,2022-03-01 18:36:33,2022-03-01,18:36:33
ada,1.545516247833843,2022-03-01 18:36:33,2022-03-01,18:36:33
avax,1.0597453229339322,2022-03-01 18:36:33,2022-03-01,18:36:33
btc,41.24412141448951,2022-03-01 18:56:41,2022-03-01,18:56:41
eth,17.545081436573074,2022-03-01 18:56:41,2022-03-01,18:56:41
usdt,3.9454473023523575,2022-03-01 18:56:41,2022-03-01,18:56:41
bnb,3.406703239925944,2022-03-01 18:56:41,2022-03-01,18:56:41
usdc,2.659089972686556,2022-03-01 18:56:41,2022-03-01,18:56:41
xrp,1.8719516159074128,2022-03-01 18:56:41,2022-03-01,18:56:41
luna,1.688833656585836,2022-03-01 18:56:41,2022-03-01,18:56:41
sol,1.5615452694895764,2022-03-01 18:56:41,2022-03-01,18:56:41
ada,1.543562525649953,2022-03-01 18:56:41,2022-03-01,18:56:41
avax,1.0653802527721512,2022-03-01 18:56:41,2022-03-01,18:56:41
btc,41.23525896808784,2022-03-01 19:06:43,2022-03-01,19:06:43
eth,17.563775075981532,2022-03-01 19:06:43,2022-03-01,19:06:43
usdt,3.941415344867696,2022-03-01 19:06:43,2022-03-01,19:06:43
bnb,3.4026871992757903,2022-03-01 19:06:43,2022-03-01,19:06:43
usdc,2.653879248399284,2022-03-01 19:06:43,2022-03-01,19:06:43
xrp,1.8703652521246488,2022-03-01 19:06:43,2022-03-01,19:06:43
luna,1.6929615702313845,2022-03-01 19:06:43,2022-03-01,19:06:43
sol,1.5653150292520184,2022-03-01 19:06:43,2022-03-01,19:06:43
ada,1.5425208683397382,2022-03-01 19:06:43,2022-03-01,19:06:43
avax,1.068378936937507,2022-03-01 19:06:43,2022-03-01,19:06:43
btc,41.23857694624312,2022-03-01 19:16:45,2022-03-01,19:16:45
eth,17.566064828524905,2022-03-01 19:16:45,2022-03-01,19:16:45
usdt,3.943272210680361,2022-03-01 19:16:45,2022-03-01,19:16:45
bnb,3.403320406508107,2022-03-01 19:16:45,2022-03-01,19:16:45
usdc,2.65584830286466,2022-03-01 19:16:45,2022-03-01,19:16:45
xrp,1.8705166503976425,2022-03-01 19:16:45,2022-03-01,19:16:45
luna,1.699718572326329,2022-03-01 19:16:45,2022-03-01,19:16:45
sol,1.5649780472602188,2022-03-01 19:16:45,2022-03-01,19:16:45
ada,1.5394528251238158,2022-03-01 19:16:45,2022-03-01,19:16:45
avax,1.0650480794202868,2022-03-01 19:16:45,2022-03-01,19:16:45
btc,41.25140658299611,2022-03-01 19:36:50,2022-03-01,19:36:50
eth,17.59130627998585,2022-03-01 19:36:50,2022-03-01,19:36:50
usdt,3.937096577843325,2022-03-01 19:36:50,2022-03-01,19:36:50
bnb,3.4039188012461663,2022-03-01 19:36:50,2022-03-01,19:36:50
usdc,2.645219604048553,2022-03-01 19:36:50,2022-03-01,19:36:50
xrp,1.8660913024450363,2022-03-01 19:36:50,2022-03-01,19:36:50
luna,1.71573028864878,2022-03-01 19:36:50,2022-03-01,19:36:50
sol,1.5673830286478951,2022-03-01 19:36:50,2022-03-01,19:36:50
ada,1.5374238875239534,2022-03-01 19:36:50,2022-03-01,19:36:50
avax,1.0600472218038373,2022-03-01 19:36:50,2022-03-01,19:36:50
btc,41.25860197052275,2022-03-01 19:46:52,2022-03-01,19:46:52
eth,17.599904679178607,2022-03-01 19:46:52,2022-03-01,19:46:52
usdt,3.931321845106369,2022-03-01 19:46:52,2022-03-01,19:46:52
bnb,3.4005982740032192,2022-03-01 19:46:52,2022-03-01,19:46:52
usdc,2.6473301484995955,2022-03-01 19:46:52,2022-03-01,19:46:52
xrp,1.8625202112767871,2022-03-01 19:46:52,2022-03-01,19:46:52
luna,1.704375393093668,2022-03-01 19:46:52,2022-03-01,19:46:52
sol,1.5622322323614837,2022-03-01 19:46:52,2022-03-01,19:46:52
ada,1.536249919859013,2022-03-01 19:46:52,2022-03-01,19:46:52
avax,1.0598940207614511,2022-03-01 19:46:52,2022-03-01,19:46:52
btc,41.2573011076414,2022-03-01 19:56:54,2022-03-01,19:56:54
eth,17.596861976384254,2022-03-01 19:56:54,2022-03-01,19:56:54
usdt,3.9378009846790447,2022-03-01 19:56:54,2022-03-01,19:56:54
bnb,3.3992610064138065,2022-03-01 19:56:54,2022-03-01,19:56:54
usdc,2.6513917507863787,2022-03-01 19:56:54,2022-03-01,19:56:54
xrp,1.8612253241144008,2022-03-01 19:56:54,2022-03-01,19:56:54
luna,1.7079100856822425,2022-03-01 19:56:54,2022-03-01,19:56:54
sol,1.562861082034785,2022-03-01 19:56:54,2022-03-01,19:56:54
ada,1.535096572557015,2022-03-01 19:56:54,2022-03-01,19:56:54
avax,1.0605348110115551,2022-03-01 19:56:54,2022-03-01,19:56:54
btc,41.2738528181177,2022-03-01 20:06:57,2022-03-01,20:06:57
eth,17.5746660823407,2022-03-01 20:06:57,2022-03-01,20:06:57
usdt,3.94871471348781,2022-03-01 20:06:57,2022-03-01,20:06:57
bnb,3.402280662749513,2022-03-01 20:06:57,2022-03-01,20:06:57
usdc,2.663848656655492,2022-03-01 20:06:57,2022-03-01,20:06:57
xrp,1.8607765268204968,2022-03-01 20:06:57,2022-03-01,20:06:57
luna,1.6972544629073008,2022-03-01 20:06:57,2022-03-01,20:06:57
sol,1.5598918586973107,2022-03-01 20:06:57,2022-03-01,20:06:57
ada,1.5317667195854925,2022-03-01 20:06:57,2022-03-01,20:06:57
avax,1.0544295630075533,2022-03-01 20:06:57,2022-03-01,20:06:57
btc,41.28278658527015,2022-03-01 20:27:04,2022-03-01,20:27:04
eth,17.585079734933398,2022-03-01 20:27:04,2022-03-01,20:27:04
usdt,3.9392284618743374,2022-03-01 20:27:04,2022-03-01,20:27:04
bnb,3.3992382855402377,2022-03-01 20:27:04,2022-03-01,20:27:04
usdc,2.6537738475783934,2022-03-01 20:27:04,2022-03-01,20:27:04
xrp,1.8661202154423568,2022-03-01 20:27:04,2022-03-01,20:27:04
luna,1.703746776017972,2022-03-01 20:27:04,2022-03-01,20:27:04
sol,1.557683313329508,2022-03-01 20:27:04,2022-03-01,20:27:04
ada,1.5351157732678398,2022-03-01 20:27:04,2022-03-01,20:27:04
avax,1.054255796606793,2022-03-01 20:27:04,2022-03-01,20:27:04
btc,41.28139921526904,2022-03-01 20:37:06,2022-03-01,20:37:06
eth,17.5956462569362,2022-03-01 20:37:06,2022-03-01,20:37:06
usdt,3.940143529142184,2022-03-01 20:37:06,2022-03-01,20:37:06
bnb,3.397156067049837,2022-03-01 20:37:06,2022-03-01,20:37:06
usdc,2.654430482924045,2022-03-01 20:37:06,2022-03-01,20:37:06
xrp,1.8637906063395264,2022-03-01 20:37:06,2022-03-01,20:37:06
luna,1.703349815753293,2022-03-01 20:37:06,2022-03-01,20:37:06
sol,1.5578037767472834,2022-03-01 20:37:06,2022-03-01,20:37:06
ada,1.534639667110807,2022-03-01 20:37:06,2022-03-01,20:37:06
avax,1.054153306288913,2022-03-01 20:37:06,2022-03-01,20:37:06
btc,41.2953300413013,2022-03-01 20:47:08,2022-03-01,20:47:08
eth,17.593988939549995,2022-03-01 20:47:08,2022-03-01,20:47:08
usdt,3.9376626736989584,2022-03-01 20:47:08,2022-03-01,20:47:08
bnb,3.397034844724841,2022-03-01 20:47:08,2022-03-01,20:47:08
usdc,2.65417273644826,2022-03-01 20:47:08,2022-03-01,20:47:08
xrp,1.86149453916183,2022-03-01 20:47:08,2022-03-01,20:47:08
luna,1.7014957218055946,2022-03-01 20:47:08,2022-03-01,20:47:08
sol,1.5550289751792394,2022-03-01 20:47:08,2022-03-01,20:47:08
ada,1.5333173072754611,2022-03-01 20:47:08,2022-03-01,20:47:08
avax,1.054820780488109,2022-03-01 20:47:08,2022-03-01,20:47:08
btc,41.30391129035844,2022-03-01 21:07:14,2022-03-01,21:07:14
eth,17.622855864295747,2022-03-01 21:07:14,2022-03-01,21:07:14
usdt,3.935132420876359,2022-03-01 21:07:14,2022-03-01,21:07:14
bnb,3.3946714871445303,2022-03-01 21:07:14,2022-03-01,21:07:14
usdc,2.6469909201113384,2022-03-01 21:07:14,2022-03-01,21:07:14
xrp,1.860499624794004,2022-03-01 21:07:14,2022-03-01,21:07:14
luna,1.7051906940290764,2022-03-01 21:07:14,2022-03-01,21:07:14
sol,1.5610799002881042,2022-03-01 21:07:14,2022-03-01,21:07:14
ada,1.5321046464221602,2022-03-01 21:07:14,2022-03-01,21:07:14
avax,1.0587827839948276,2022-03-01 21:07:14,2022-03-01,21:07:14
btc,41.33450101929538,2022-03-01 21:17:16,2022-03-01,21:17:16
eth,17.602504618424696,2022-03-01 21:17:16,2022-03-01,21:17:16
usdt,3.925454046331102,2022-03-01 21:17:16,2022-03-01,21:17:16
bnb,3.3892413969791138,2022-03-01 21:17:16,2022-03-01,21:17:16
usdc,2.6414563969102685,2022-03-01 21:17:16,2022-03-01,21:17:16
xrp,1.8627725274907552,2022-03-01 21:17:16,2022-03-01,21:17:16
luna,1.6982905506607262,2022-03-01 21:17:16,2022-03-01,21:17:16
sol,1.567605164716842,2022-03-01 21:17:16,2022-03-01,21:17:16
ada,1.5351611720149956,2022-03-01 21:17:16,2022-03-01,21:17:16
avax,1.0592379231301374,2022-03-01 21:17:16,2022-03-01,21:17:16
btc,41.36330142948495,2022-03-01 21:27:19,2022-03-01,21:27:19
eth,17.57453651826194,2022-03-01 21:27:19,2022-03-01,21:27:19
usdt,3.929740563886328,2022-03-01 21:27:19,2022-03-01,21:27:19
bnb,3.3876887911994875,2022-03-01 21:27:19,2022-03-01,21:27:19
usdc,2.654415672295822,2022-03-01 21:27:19,2022-03-01,21:27:19
xrp,1.8637333438264505,2022-03-01 21:27:19,2022-03-01,21:27:19
luna,1.6913807716387004,2022-03-01 21:27:19,2022-03-01,21:27:19
sol,1.5584021496518934,2022-03-01 21:27:19,2022-03-01,21:27:19
ada,1.5327112475205211,2022-03-01 21:27:19,2022-03-01,21:27:19
avax,1.0553976134812926,2022-03-01 21:27:19,2022-03-01,21:27:19
btc,41.39117523424266,2022-03-01 21:37:21,2022-03-01,21:37:21
eth,17.57765934396706,2022-03-01 21:37:21,2022-03-01,21:37:21
usdt,3.9405651566216178,2022-03-01 21:37:21,2022-03-01,21:37:21
bnb,3.384854761486693,2022-03-01 21:37:21,2022-03-01,21:37:21
usdc,2.651744893324892,2022-03-01 21:37:21,2022-03-01,21:37:21
xrp,1.8621404417228136,2022-03-01 21:37:21,2022-03-01,21:37:21
luna,1.6785446114802705,2022-03-01 21:37:21,2022-03-01,21:37:21
sol,1.552097764546902,2022-03-01 21:37:21,2022-03-01,21:37:21
ada,1.5298151195692793,2022-03-01 21:37:21,2022-03-01,21:37:21
avax,1.0455718037612522,2022-03-01 21:37:21,2022-03-01,21:37:21
btc,41.40952802752116,2022-03-01 21:57:25,2022-03-01,21:57:25
eth,17.565940167071716,2022-03-01 21:57:25,2022-03-01,21:57:25
usdt,3.953232992718342,2022-03-01 21:57:25,2022-03-01,21:57:25
bnb,3.3810243533705853,2022-03-01 21:57:25,2022-03-01,21:57:25
usdc,2.663686311545616,2022-03-01 21:57:25,2022-03-01,21:57:25
xrp,1.8663221382293127,2022-03-01 21:57:25,2022-03-01,21:57:25
